playername,role
electric322,mage   
HUNtEr135,tank
hunter135äöü,warrior
ancienthunter,archer
ancienthunter,warrior
arcane2,mage
arcane2,root
silverancient,	healer
silverancient,root
shadowarrow34  ,archer
shadowarrow34,assassin
ghost1 ,warrior
ghost1,mage
furious,warrior
furious,   tank	 
cosmicsamurai, warrior	
cosmicsamurai, assassin
frozenstorm,warrior
frozenstorm,root
cosmic7,assassin	
cosmic7,archer
dark3,mage
 dark3	,test
mystic,mage
mystic, warrior
braveiron7,tank
"   braveiron7
","invalid
"
neon4,warrior
neon4,tank
warden,mage
warden,test
samuraifalcon2,assassin ##
samuraifalcon2äöü,"   archer
"
cosmic-wizard0,archer
cosmic-wizard0,assassin
warden33,tank
wArDEn33,warrior
golemstealth,warrior
golemstealth,assassin
rapid1,tank
rapid1,tank ##
viper,   archer  
viper,mage
silverrapid7	,warrior
silverrapid7,mage
warden,tank
warden,test
rapid   ,healer
rapid	,warrior
	arcanelucky	,assassin
arcanelucky,mage
frozenblade,healer
  frozenblade,superadmin
wildiron,taNK
wildiron,assassin
mystic,healer
"
mystic","
assassin   "
crimson0,assassin
crimson0,tank
shadow7,mage
shadow7,tank
  cosmic_ghost1   ,archer
cosmic_ghost1,test
crimson_storm1,tank
   crimson_storm1	,healer 
crimson_falcon, archer
" crimson_falcon
", tank   
wildgolden7,tank
wildgolden7,warrior
darkarcane385,tank
darkarcane385,superadmin
wild,mage
wild   ,warrior 
golem,mage
golem,inVALId
cosmic,  warrior
cosmic,healer
silverwarden,assassin
silverwarden,assassin ##
lucky,archer
	lucky   ,tank
dark2,assASSiN
dark2,warrior
"  wildrapid782
",tank
wildrapid782,superadmin
 ArCanE	,mAge
arcane,invalid
   rapid,archer
rapid,superadmin
golem2,assassin
gOLEm2,healer
shadowcrimson6,mage
shadowcrimson6,superadmin
warden,assassin
warden,mage
brave!!,tank
BravE,mage
lucky0,assassin
lucky0,"healer
"
reaper_knight,mage
reaper_knight,RooT
CosmiC7,tank
cosmic7,root
ninja2, mage   
ninja2	,test
crimsontiger7,healer
crimsontiger7,"  assassin
"
   ancient8	,warrior
ancient8,warrior
wardenäöü,healer
warden,archer
golem,warrior
golem,mage
electric,tank
electric,warrior
cosmic7,warrior
cosmic7,superadmin
