playername,role
knighthunter2,	warrior 
knighthunter2,mage
electric9,heaLeR
electric9,   tank   
braveblade,healer
  braveblade   ,test
arrow,healer
arrow, assassin 
warden8,healer
warden8,test
golem,   warrior äöü
golem,test
furious,tAnK
furious,tank
lucky4,tank
lucky4,test
goldensilver,tank
goldensilver,assassin
arcanewild4,"
archer
"
ARCanEWild4,	assassin
tiger82,assassin
tiger82,tanK
wolf4,assassin
wolf4,test
  wizardviper68  ,mage
wizardviper68,invalid
brave7,warrior
brave7,taNK
wizard_frozen,assassin
   wizard_frozen ,tank
wild2 ##,archer
wild2,hEaLER
golem8,	assassin 
GOlEM8,root
dragonsamurai, mage   
  dragonsamurai	, invalid	
wizard,assassin
   wizard ,mage
dragon26,assassin
dragon26,test
samUraI,archer
samurai,mage
electric-spiri,assassin
electric-spiri,  invalid  
silver,mage
silver,tank
stealth5,healer
stealth5   ,"
test"
  FROzENninJA  ,"
tank	"
frozenninja,tank
falcon6,healer
falcon6,"
archer
"
stealth_silent,warrior
stealth_silent,healer
samurai3,mage
samurai3,mage
raven.golem7,mage
raven.golem7,archer
ravenspirit,wArRIOR
ravenspirit,mage
phoenix,archer
phoenix,  warrior	
shadow	,healer
shadow,mage
ironelectric0,assassin   
ironelectric0,warrior
mystic,assassin
mystic,archer
wildphoenix7,mage
wildphoenix7,healer
dragon50,healer
dragon50,superadmin
dark,healer
dark,archer
	cosmicviper2   ,archer
cosmicviper2,healer
SHAdow,warrior
"  shadow
",assassin
silverdragon5,HEaLeR
silverdragon5  ,mage
shadowmystic,tank
shadowmystic,invalid
stealth-knight,mage
stealth-knight,	assassin  
arcane,warrior
arcane,root
nEon1,archer
neon1,  healer   
ancientwild0	,healer
ancientwild0,tank
phoenixfurious,  assassin
phoenixfurious,root
stormancient,assassin
stormancient,assassinäöü
goldenwizard77,warrior
goldenwizard77	,	test
silentmystic2,MAGe
	silentmystic2  ,tank
samuraiarcane, mage	
"  samuraiarcane
",tank
 stormwild1	,mage
stormwild1,root
ghostfurious,archer
ghostfurious,root
electricäöü,healer 
electric,mage
  dragon1,archer
 dragon1	,healer
 frozen_viper7  äöü,mage
"
frozen_viper7 ",root
silver-ghost,archer
silver-ghost,RoOT
"
phoenix	",archer
phoenix,mage
dragon,assassin!!
dragon,superadmin
stealth,healer
stealth,healer
crimson,tANK
crimson,archer
hunTerSiLEnt0,tank
huntersilent0,superadmin
storm.samurai,assassin
storm.samurai,tank
warden,archer
warden,mage
